Uniprot_AC	nb_obs
O43639	55
O43143	159
Q6NUQ4	1
O43147	3
O43633	40
Q92667	17
Q92665	26
Q96LR5	21
Q96LR2	4
P53597	668
Q14088	8
Q9UI08	62
Q05086	59
Q05084	13
Q9BSL1	16
P42261	927
P42262	1173
A4Q971	95
Q9GZT3	42
Q9GZT6	16
Q9GZT4	62
Q9GZT9	29
Q9GZT8	51
Q9H334	2
B7Z3Y6	7412
Q9H330	56
H7C5Q9	83
Q8IWV7	33
O60242	18
O60241	1
O60240	2
Q8IWV2	53
O60245	20
O75061	403
Q9H9E3	6
O75063	1
O75064	11
Q13190	20
Q9HCY8	1
Q9UHQ9	125
P26038	1225
Q9UHQ4	36
Q5BJD5	4
Q5W9G3	150
B5KMF8	44
Q9Y2Q0	620
Q13449	576
P63241	373
P63244	392
Q13443	3
Q13442	46
Q13445	21
Q13444	2
Q99439	24
F8W8C1	14
Q96GA3	1
Q1ED39	1
Q96GA7	24
Q15596	4
Q15599	32
Q13509	25930
Q4G176	147
Q13505	59
Q13501	43
H0Y9E9	40
P48751	6
P12694	91
Q9NWZ8	3
Q9NWZ3	1
D2DKK4	43
Q9NWZ5	3
Q7Z3B4	19
Q7Z3B1	299
Q7Z3B3	1
Q7L576	809
O95674	233
Q9UQE7	160
Q9HBE1	1
P48634	30
P48637	177
Q6ZN04	13
Q9Y262	146
Q16626	1
P15311	1296
P15313	575
Q16623	963
Q16620	92
Q16629	157
P34947	10
Q7Z422	7
Q7Z351	3467
Q9BS40	14
Q6S8J7	21
P48552	3
Q6S8J3	10670
Q9C026	9
Q9NQP4	39
Q12907	76
Q12906	375
Q12905	275
Q12904	78
Q9UBG0	314
Q969Q0	11
P03923	4
Q969Q5	61
Q5TBB1	1
P03928	15
P78508	4
P78509	2
C9J8C7	159
M0R2D3	14408
Q7Z4G1	2
Q7Z4G4	3
P27816	811
P27815	7
A2RTX5	35
Q9UL90	21
P49902	46
Q9UJA5	2
Q8NEP7	1
P49908	2
Q9UJA9	1
Q5GH72	4
Q5GH73	2
Q8WYL5	1
Q5GH76	9
Q7Z434	25
Q86TM6	3
Q07812	93
Q07817	14
