Uniprot_AC	nb_obs
O00584	42
Q9H7D7	4
Q9H7D0	9
Q8WWX9	1
O15131	28
Q9BTY2	11
Q7L014	57
Q9H2V7	7
P51991	753
Q9Y303	7
Q9Y305	55
P29122	1
Q8IY95	15
Q9BVC6	76
Q8N4P3	74
Q86VX2	14
P04114	2369
P15927	41
P15924	620
Q01415	28
P53041	59
P00352	7369
Q0VGL1	11
Q9Y5K5	39
Q8TCC3	3
Q9BXJ8	27
Q9BXJ9	79
Q8IYL3	1
Q96PU5	10
Q9BXJ7	7
Q96PU4	2
O43149	12
O43148	5
O43143	197
Q6NUQ4	41
Q6NUQ1	4
Q92667	52
Q92665	18
P53597	639
P23276	1
Q86YH6	2
P62633	207
Q05086	29
Q9BSL1	8
P42261	2
Q9GZT3	54
Q9GZT6	23
Q9GZT4	5
Q9GZT9	21
Q9GZT8	25
Q8WYQ3	1
Q9H330	24
Q8IWV7	12
O60240	21
Q9H9E3	16
O75063	1
Q8IWV8	7
Q9HCY8	13
Q9NUG6	8
Q9Y2Q3	705
Q9UHQ9	131
Q15661	164
P26038	1200
Q9UHQ1	3
Q9UHQ4	7
Q99436	77
P63241	1010
P63244	622
Q13443	1
Q13442	90
Q13445	26
Q99439	58
Q96GA3	2
Q96GA7	111
Q15596	2
Q15599	78
Q13509	2841
Q4G176	71
Q13505	52
Q13501	38
P12694	235
Q9NWZ3	3
Q9NWZ5	1
Q7Z3B4	34
Q96BI1	16
Q7L576	227
Q9UQE7	179
P48634	28
P48637	228
Q9Y266	116
Q16626	1
P15311	772
Q16625	23
A8MT69	1
Q16629	226
Q7Z422	4
Q7Z429	1
Q9BV10	8
Q9BS40	26
Q9BV19	8
P21127	10
Q6S8J3	11274
P29353	12
P29350	85
Q12907	341
Q12906	413
Q12905	203
Q12904	118
Q9UBG0	24
Q969Q0	23
P03923	4
Q969Q5	6
Q5TBB1	4
P03928	17
Q7L7L0	3474
P78509	1
Q7Z4G1	6
P27816	244
A2RTX5	30
P49902	28
P49903	45
P49908	3
Q8IZ73	1
Q86TM6	16
Q53EP0	22
Q07812	58
Q07817	7
P78383	1
P78381	2
P78386	104
P78385	112
P14209	25
P05181	457
Q9Y6M1	99
Q14BN4	3
P05186	47
P14207	12
Q9P2K8	1
Q9P2K3	1
P01743	46
Q86VS8	47
Q53FT3	12
O75908	18
O75909	5
O75907	59
E9PBJ4	3656
Q14008	93
Q96QK1	456
P05452	25
P17405	3
Q9H3P2	8
P06744	1508
P54278	1
Q9Y3U8	30
P00167	2323
P05534	239
Q8TB45	4
Q8TB40	1
P62753	226
P62750	248
P18031	32
P22392	508
Q96P16	31
P15559	53
Q92581	1
Q8TDP1	2
Q05193	28
P13797	709
P02675	2468
Q96AE4	237
Q5JU69	3
P53675	665
P53674	1
Q14146	2
Q14141	69
Q14142	2
Q14149	4
Q8WVY7	9
Q96IV0	10
P16118	19
O43464	32
P15121	165
P19320	42
P07359	11
P07358	36
P62328	310
Q96JQ2	30
P46821	58
Q16363	40
Q5VTL8	7
Q8WUH2	6
Q8WUH6	8
Q6ZSR9	3
Q9BYQ8	1
P49407	48
Q9UDX3	14
P58107	78
Q9UDX5	11
Q5U651	6
Q96A65	52
P36542	357
Q9Y5K6	100
Q8IXM3	8
Q8IXM2	58
Q8IXM6	7
Q92781	2
Q9Y5K8	22
