Uniprot_AC	nb_obs
Q9HCC0	58
P38159	72
P51610	18
P51617	10
Q9BRJ6	66
O75534	36
P14618	335
Q08AE8	1
Q96IZ0	6
Q06124	18
P13762	37
P13761	98
P13760	83
Q6Y1H2	9
Q9NRX4	8
Q6P1Q0	3
P78362	12
Q9NRX1	4
Q9NRX2	11
O00469	2
Q15349	21
O95182	17
O95183	5
O00461	34
Q9P2A4	1
O00462	2
Q7Z4I7	16
P45880	72
P03989	78
P08603	224
Q8N201	2
P06733	461
P18583	4
O95980	1
P55083	181
Q9H1C4	4
O15347	5
P43307	22
Q8N9N2	5
Q8N9N7	6
Q8N9N8	3
P62736	1091
Q9UH62	1
Q9UH65	15
P15531	104
Q96P70	37
Q14344	27
Q9BTD8	7
P21549	184
O75964	53
P68400	26
P00450	407
P68402	21
Q15836	30
Q15833	30
P02686	53
P53611	1
P53618	184
Q14126	4
P10114	17
Q8TEX9	35
P49326	85
Q16878	5
P49321	17
Q16873	1
O75340	37
Q5VTB9	1
O75347	22
O75348	6
Q05655	27
P25685	5
P25686	3
P42167	55
P42166	39
Q9UDR5	113
P20839	3
P82909	15
Q96DB5	20
Q8NFH3	4
Q13361	9
Q13362	1
Q13363	11
Q86YS6	18
P67812	33
Q9Y5Q9	1
Q9Y5Q8	12
P11532	4
Q0ZGT2	18
Q96FX7	6
Q96FX8	2
Q9ULH0	2
O15504	2
P48059	27
Q96EL3	5
Q96EL2	4
P55769	23
Q13751	163
Q13753	121
Q9BUK0	1
P31150	90
P31151	1
P83881	18
P31153	15
P48444	131
P48449	98
Q8WWP7	24
Q9Y2D4	4
Q11201	3
P29218	8
Q11206	1
Q01831	1
P62942	31
Q9BVK2	1
Q9BVK6	41
P56589	2
Q92990	1
P51911	45
Q9Y388	1
P07451	52
Q8NBX0	13
Q9Y383	26
Q9NVA2	63
Q9NVA1	3
P04196	67
Q9BXR0	3
Q9H8Y5	9
Q9H8Y8	14
Q86UT6	13
Q5T0F9	1
Q8IVT2	3
Q9P1F3	11
Q6UXB4	2
Q6UXB2	1
O60711	1
Q9Y6H1	6
Q8TAQ2	8
Q9BZH6	5
O60716	145
A0PJW6	2
Q96A26	25
P01112	29
P01111	31
P06326	9
P54577	42
P68366	784
Q13112	1
P68363	1064
P54578	25
P08473	40
P52758	349
P61970	26
Q96LJ7	37
O94822	2
Q9H4E7	1
O94826	47
O94829	1
P48200	2
P04040	499
B1ALD9	364
P20671	146
P16050	5
Q16401	27
Q9H446	2
Q9UNU6	37
P62917	133
P61626	55
Q6WKZ4	1
Q8TBC4	3
Q12797	209
Q12792	17
O94776	16
P09913	4
Q96HV5	5
P09917	25
Q15382	13
P09914	7
P62191	73
P62195	50
Q96B49	1
P51589	7
Q9NQX4	2
Q9NQX3	27
Q9BX79	1
P51580	26
P30499	78
P30492	71
P30493	88
P49638	20
P61088	28
P61086	13
P61081	9
P85037	2
Q7Z3J2	14
Q07092	1
O60487	1
H0YA47	3
O60488	23
Q9Y6W3	5
Q96IX5	28
Q8WTS6	8
Q8WTS1	2
Q6UX06	37
Q6UX07	1
O00193	7
O00194	23
